[05-Oct-23 19:36:56 - INFO - init.py:53 - <module>()]  Web server ready
[05-Oct-23 19:44:30 - INFO - web_interface.py:125 - import_config()]  b'PK\x03\x04\x14\x00\x00\x00\x00\x00\x97\x9bEWJ\xec\xcc\xacM\x03\x00\x00M\x03\x00\x00W\x00\x00\x00Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1600, 1200)CalData.json{"camPath": "platform-fc800000.usb-usb-0:1:1.0-video-index0", "K": [[880.8467119787185, 0.0, 800.0069045251665], [0.0, 888.7861635134029, 598.7205336124081], [0.0, 0.0, 1.0]], "dist": [[0.022209488062296917, -0.04520883927825338, -0.03610602502099885, -0.05891766964405458, 0.4610552784277786, -0.021431304350543925, 0.0627695258349029, -0.10545785762058374, 0.06344437052364878, -0.01612913670545391, 0.028251381030487077, 1.0787412508629147e-05, 0.02874684763693661, -0.12258825569562627]], "r": [[[0.49299513364280473], [0.16996298351957118], [1.0225863262445691]], [[0.5579017619060301], [0.23125313947000953], [1.0299153938334344]]], "t": [[[-0.1742349424441589], [-1.7071672696937865], [11.42753255559332]], [[-0.08899891304995816], [-1.8324175309496549], [11.839209450196462]]], "reproj": 0.027458408480105778, "resolution": [1600, 1200]}PK\x03\x04\x14\x00\x00\x00\x00\x00\x97\x9bEW\x18\xa45>9\x00\x00\x009\x00\x00\x001\x00\x00\x00Camera/CameraConfigs/ConfigSettings_Windows0.json{"Resolution": [640, 480], "Gain": 1.0, "Exposure": -6.0}PK\x03\x04\x14\x00\x00\x00\x00\x00\x97\x9bEW\x8a\xfaI\xdb;\x00\x00\x00;\x00\x00\x00\\\x00\x00\x00Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-2-1-0-video-index0.json{"Resolution": [960, 544], "Gain": -1.0, "Exposure": 156.0}PK\x03\x04\x14\x00\x00\x00\x00\x00\x97\x9bEW\xdb5]\xa3:\x00\x00\x00:\x00\x00\x00W\x00\x00\x00Camera/CameraConfigs/ConfigSettings_platform-fc880000-usb-usb-0-1-1-0-video-index0.json{"Resolution": [1600, 1200], "Gain": 3.0, "Exposure": 3.0}PK\x03\x04\x14\x00\x00\x00\x00\x00\xd3\x9bEW\xeb\x05\x05|;\x00\x00\x00;\x00\x00\x00W\x00\x00\x00Camera/CameraConfigs/ConfigSettings_platform-fc800000-usb-usb-0-1-1-0-video-index0.json{"Resolution": [1280, 720], "Gain": -1.0, "Exposure": 66.0}PK\x03\x04\x14\x00\x00\x00\x00\x00\x97\x9bEW\x83\x7f\xb1h:\x00\x00\x00:\x00\x00\x00\\\x00\x00\x00Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-3-1-0-video-index0.json{"Resolution": [640, 480], "Gain": -1.0, "Exposure": 45.0}PK\x03\x04\x14\x00\x00\x00\x00\x00\xd5\x9bEW\xaa\x07\xbaug\x00\x00\x00g\x00\x00\x00\x0f\x00\x00\x00SystemData.json{"TeamNumber": 2767, "TableName": "WallEye", "ip": "10.27.67.10", "BoardDim": [7, 7], "TagSize": 0.157}PK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00\x97\x9bEWJ\xec\xcc\xacM\x03\x00\x00M\x03\x00\x00W\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\x00\x00\x00\x00Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1600, 1200)CalData.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00\x97\x9bEW\x18\xa45>9\x00\x00\x009\x00\x00\x001\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\xc2\x03\x00\x00Camera/CameraConfigs/ConfigSettings_Windows0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00\x97\x9bEW\x8a\xfaI\xdb;\x00\x00\x00;\x00\x00\x00\\\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81J\x04\x00\x00Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-2-1-0-video-index0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00\x97\x9bEW\xdb5]\xa3:\x00\x00\x00:\x00\x00\x00W\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\xff\x04\x00\x00Camera/CameraConfigs/ConfigSettings_platform-fc880000-usb-usb-0-1-1-0-video-index0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00\xd3\x9bEW\xeb\x05\x05|;\x00\x00\x00;\x00\x00\x00W\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\xae\x05\x00\x00Camera/CameraConfigs/ConfigSettings_platform-fc800000-usb-usb-0-1-1-0-video-index0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00\x97\x9bEW\x83\x7f\xb1h:\x00\x00\x00:\x00\x00\x00\\\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81^\x06\x00\x00Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-3-1-0-video-index0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00\xd5\x9bEW\xaa\x07\xbaug\x00\x00\x00g\x00\x00\x00\x0f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\x12\x07\x00\x00SystemData.jsonPK\x05\x06\x00\x00\x00\x00\x07\x00\x07\x00?\x03\x00\x00\xa6\x07\x00\x00\x00\x00'
[05-Oct-23 19:44:30 - INFO - web_interface.py:127 - import_config()]  Files: ['Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1600, 1200)CalData.json', 'Camera/CameraConfigs/ConfigSettings_Windows0.json', 'Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-2-1-0-video-index0.json', 'Camera/CameraConfigs/ConfigSettings_platform-fc880000-usb-usb-0-1-1-0-video-index0.json', 'Camera/CameraConfigs/ConfigSettings_platform-fc800000-usb-usb-0-1-1-0-video-index0.json', 'Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-3-1-0-video-index0.json', 'SystemData.json']
[05-Oct-23 19:44:30 - INFO - web_interface.py:130 - import_config()]  Extracted Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1600, 1200)CalData.json
[05-Oct-23 19:44:30 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_Windows0.json
[05-Oct-23 19:44:30 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-2-1-0-video-index0.json
[05-Oct-23 19:44:30 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_platform-fc880000-usb-usb-0-1-1-0-video-index0.json
[05-Oct-23 19:44:30 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_platform-fc800000-usb-usb-0-1-1-0-video-index0.json
[05-Oct-23 19:44:30 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-3-1-0-video-index0.json
[05-Oct-23 19:44:30 - INFO - web_interface.py:130 - import_config()]  Extracted SystemData.json
[05-Oct-23 19:44:30 - INFO - web_interface.py:132 - import_config()]  <Camera.camera.Cameras object at 0x7faa1b85b0>
[05-Oct-23 19:44:30 - INFO - web_interface.py:133 - import_config()]  dict_keys(['platform-fc800000.usb-usb-0:1:1.0-video-index0'])
[05-Oct-23 19:44:30 - INFO - camera.py:252 - importConfig()]  Attempting to import config for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:44:30 - INFO - camera.py:259 - importConfig()]  Config found!
[05-Oct-23 19:44:30 - ERROR - image_streams.py:20 - update()]  Updated image is None - Skipping
[05-Oct-23 19:44:30 - INFO - calibration.py:314 - parseCalibration()]  Looking for calibration stored at ./Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1280, 720)CalData.json
[05-Oct-23 19:44:30 - ERROR - camera.py:245 - importCalibration()]  Calibration not found for camera platform-fc800000.usb-usb-0:1:1.0-video-index0 at resolution (1280, 720)
[05-Oct-23 19:44:30 - INFO - camera.py:152 - setResolution()]  Resolution set to (1280, 720) for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:44:30 - INFO - camera.py:168 - setGain()]  Gain set to -1.0
[05-Oct-23 19:44:31 - INFO - camera.py:192 - setExposure()]  Exposure set to 66.0
[05-Oct-23 19:44:31 - INFO - web_interface.py:137 - import_config()]  Camera config imported for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:44:31 - INFO - web_interface.py:139 - import_config()]  Configs sucessfully imported for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:44:31 - INFO - image_streams.py:24 - update()]  Updated image is NOT none!
